symbol,date,calendarYear,period,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue
AAPL,2023-09-30,2023,FY,0.9880116717592975,0.8433121369780053,0.20621713876730807,58.07564866874519,10.791292490321615,68.8669411590668,106.72146803214763,-37.85452687308083,0.4413112957720756,0.2982141226502472,0.296740023742124,0.2530623426432028,0.14719174228036858,0.27509834563776475,1.5607601454639075,0.551446146423833,0.8528082577196314,0.9950569111381353,0.2982141226502472,0.3150690759338936,1.7875325845589418,0.6052392537493568,0.6412597988847455,29.062039155860667,0.9950939795477459,5.673462491552152,6.284906124456834,3.420117870661705,33.82356657716001,8.767814251401122,1.087077369016657,7.021174930677783,6.325110448392176,3.9096860303942442,0.1549048920047425,0.28840940814276583,0.9008621079579892,0.9950939795477459,6.9932941102043396,-10.08696048909572,27.187161829808165,0.1549048920047425,43.37479145093811,43.37479145093811,7.032807935374461,27.790811789370586,27.06830203155125,24.384807626986785,24.384807626986785,170.91349250462116,7.032807935374461,0.005573960673721321,22.068771177157846,43.37479145093811
AAPL,2022-09-24,2022,FY,0.8793560286267226,0.7094075930952969,0.15356340351469652,56.400204905560855,8.07569806661716,64.47590297217802,104.6852773031054,-40.209374330927375,0.43309630561360085,0.30288744395528594,0.30204043334482966,0.2530964070519973,0.16204461684424407,0.2829244092925685,1.9695887275023682,0.6008713457059057,0.8379553831557559,0.997203546639651,0.30288744395528594,0.3403750478377344,2.3695334701610355,0.6613535965140913,0.7032230102904399,40.74957352439441,1.0173400294830472,6.961536943479634,6.471607693822622,3.486641191608828,45.19733117670845,9.362680152907377,1.1178523337727317,7.532762624088375,6.872425646259799,2.9787931805221803,0.14870294480125848,0.30977003915522106,0.9123380078754983,1.0173400294830472,5.786404547607769,-11.407452372058275,29.555044761674328,0.14870294480125848,48.14034011071204,48.14034011071204,6.186137718067193,24.441823533260525,21.888923611981014,19.970096962693717,19.970096962693717,2.8871904048664,6.186137718067193,0.006083954603424043,19.42524045388039,48.14034011071204
AAPL,2021-09-25,2021,FY,1.0745531195957954,0.9096596297447422,0.2784485300563432,51.390968708397914,11.27659274770989,62.667561456107805,93.85107122231561,-31.183509766207806,0.4177935962516778,0.29782377527561593,0.2985290459437369,0.2588179335569424,0.13302260844085087,0.26974205275183616,1.5007132667617689,0.48309913489209433,0.8669773915591491,1.0023680804780217,0.29782377527561593,0.35532276169366556,1.9768426058012363,0.6336151826987851,0.6640736066961648,41.19054820415879,0.8341792349201004,5.563512442542399,7.102415252591931,3.889140478060004,32.367933130699086,9.275278904665315,1.042207736708053,6.229345884552985,5.56562398361035,3.750552652516527,0.15279890156316012,0.284399030116151,0.8934523923950864,0.8341792349201004,6.663549606097483,-9.385475868290483,30.76227084565346,0.15279890156316012,38.89286546584245,38.89286546584245,6.707591178758778,25.916253509083226,26.39775889148279,23.585140835463964,23.585140835463964,0.3634864369282435,6.707591178758778,0.0058958715429144335,21.155006381276355,38.89286546584245
AAPL,2020-09-26,2020,FY,1.3636044481554577,1.2181949294064065,0.36071049035979963,49.78753437881355,8.741883356235881,58.52941773504943,91.04818971567418,-32.518771980624756,0.38233247727810865,0.24147314354406862,0.24439830246070343,0.20913611278072236,0.14428164731484103,0.1772557180259843,0.8786635853012749,0.3033831282952548,0.855718352685159,1.0121138064204682,0.24147314354406862,0.34714469199229364,1.720809929750991,0.6016060388034584,0.6324623822247223,23.07274625826662,0.7175104059198122,4.957039440456695,7.331152356789959,4.008866086627577,41.75301649839941,7.466545177609748,0.8475615027416885,4.649230448454163,4.2280138811865,5.241031369137106,0.24526658654264863,0.2938782944465694,0.909400798274537,0.7175104059198122,5.8591037838623,-11.037624846080176,11.912876550502068,0.2452665865426486,29.818269660080503,29.818269660080503,7.0972293729668685,33.93593425162425,26.556204202548898,24.150233300939583,24.150233300939583,3.1708888566361435,7.0972293729668685,0.007227341517226967,26.152202127120397,29.818269660080503
AAPL,2019-09-28,2019,FY,1.540125617208044,1.3844473032028604,0.46202160464632325,64.25876528784583,9.263638723714628,73.52240401156047,104.31407696777144,-30.791672956210974,0.3781776810903472,0.24572017188496928,0.2526655238417367,0.21238094505984456,0.1594383680423506,0.16323009842961633,0.6106445053487756,0.2746157613037913,0.8405616319576494,1.0282652901611138,0.24572017188496928,0.3191784140188352,1.1940478295464592,0.5036177624180587,0.5442214219155312,17.87751677852349,0.642229770377706,3.7410043320661304,5.68015893808401,3.4990483605848257,39.40136385776912,6.960618545668575,0.7685722388306608,3.7566854936751732,3.1885078588792926,5.443948396585932,0.25551976255972203,0.2667099710193947,0.848755602311539,0.642229770377706,4.272844827586207,-6.611815150071463,19.14762693156733,0.25551976255972203,11.167964730793033,11.167964730793033,3.8841959325682045,18.28881555957724,17.15849620619397,14.563369782248419,14.563369782248419,-54.86644667873228,3.8841959325682045,0.013971367458288728,13.988124436889523,11.167964730793033
AAPL,2018-09-29,2018,FY,1.1238426916297297,0.9865658104153475,0.22173258261598755,67.33249872926825,8.817631109699796,76.15012983896804,124.57021422115831,-48.42008438219027,0.38343718820007905,0.26694026619477024,0.27448935409175623,0.22414202074587247,0.18342180705869443,0.16277530931710985,0.5556011834209077,0.2848922482208801,0.8165781929413056,1.0282800643177523,0.26694026619477024,0.31303028231594776,1.0684666859548098,0.46661721806831874,0.5165501060325768,21.882098765432097,0.6763798991990078,3.4133013523477094,5.42085927135422,2.9300744345834526,41.3943377148635,6.430248886306411,0.7262150522933899,3.9065645257666572,3.2349203703371106,3.344901911600268,0.23033377567989788,0.29154916319960844,0.8280729395356046,0.6763798991990078,3.732118758434548,-5.816420040561857,194.0701754385965,0.23033377567989785,10.441038120712665,10.441038120712665,4.212149744987669,18.79232520065176,17.447106431902185,14.447476709455794,14.447476709455794,0.6411499186104718,4.212149744987669,0.012256800221396198,14.758938295619858,10.441038120712665
AAPL,2017-09-30,2017,FY,1.2760628484139107,1.0896700855039974,0.2012518102644474,56.80067093014126,12.563630820713515,69.36430175085478,126.92760620497985,-57.563304454125074,0.38469860491899105,0.2676042820872994,0.27957894553164014,0.21092420845075338,0.24556476150353415,0.12882641166580963,0.3607018433832909,0.22347133931986668,0.7544352384964659,1.0447476525821595,0.2676042820872994,0.3082178093834845,0.8629808947607929,0.42034732372196804,0.4632258426201412,26.40723202755058,0.5497752420470263,2.799906003118309,6.425980433380988,2.8756549572876104,29.05211122554068,6.785483823224699,0.6107711040474902,3.047491375711535,2.4343800805099707,3.5546079710314378,0.264089677566131,0.27743702941099485,0.7988144281266707,0.5497752420470263,3.4427542900449306,-4.9705353653771,-2446.076923076923,0.26408967756613105,5.998503040276918,5.998503040276918,3.5076879391364284,16.630087010403095,15.827438085152451,12.643185902701342,12.643185902701342,1.5111687761627157,3.5076879391364284,0.015880234264614938,12.579856743821765,5.998503040276918
AAPL,2016-09-24,2016,FY,1.352669417512594,1.2208439865326683,0.2592714477381465,49.59276846952546,5.923304104250396,55.51607257377586,103.61336926074777,-48.097296686971916,0.3907595564809705,0.29014695857428385,0.284605289395703,0.211867983064288,0.2555725738121619,0.14202358821956815,0.3562366958026963,0.25781687819350585,0.7444274261878381,0.9809004746911311,0.29014695857428385,0.2705495421000603,0.6786173771335449,0.37032836465759345,0.40427162638597924,42.97184065934066,0.756319514661274,2.5082924623193943,7.359944025393358,3.5227114281117604,61.62101313320826,7.9836727138097,0.670340021014281,3.007958587560914,2.38885578395926,3.0687812795888,0.26593998292730975,0.30525090544845784,0.79417841516772,0.756319514661274,5.672037914691943,-4.858576911721287,-47.084406294706724,0.26593998292730975,4.808387047072491,4.808387047072491,2.859737016031423,13.49773087311489,11.796442543423368,9.368480043753038,9.368480043753038,-1.3615102445924585,2.859737016031423,0.019702569670952286,9.687062490606701,4.808387047072491
AAPL,2015-09-26,2015,FY,1.1087706239920605,0.8924947277012778,0.2620022329735765,47.387608839826285,6.120287817030602,53.507896656856886,92.46871631605622,-38.96081965919933,0.4005990201741437,0.3047729071732666,0.31027105662880006,0.22845773698735639,0.26368337585327173,0.1838136319665105,0.44735453060198566,0.3394021985143113,0.7363166241467283,1.0180401516215078,0.3047729071732666,0.2219162142530097,0.5400862971806795,0.30936013609693436,0.3506857363573554,97.17598908594816,1.260680711116627,2.433739684135562,7.702435487591866,3.947280924204001,59.63771817794807,10.400738729918562,0.8045848409007191,3.5312034353126602,3.0320221655950435,1.8076636491576055,0.2165224557066337,0.3477140962283123,0.8586370683926857,1.260680711116627,7.388489862714792,-7.0739902506963785,1113.2328767123288,0.21652245570663367,5.529994194797034,5.529994194797034,2.8240911243180795,12.361547310933812,9.459033751612257,8.121877010311815,8.121877010311815,0.2860815234816113,2.8240911243180795,0.01751580528394849,8.527094658794718,5.529994194797034
